county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Kansas City,W24-P22,COUNTY COMMITTEEWOMAN Ward 24,,CON,No Candidate Filed,0,0,0,0
Kansas City,W24-P22,COUNTY COMMITTEEWOMAN Ward 24,,CON,Write-In Totals,0,0,0,0
Kansas City,W24-P22,COUNTY COMMITTEEWOMAN Ward 24,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",Ballots Cast,,,,95,78,1,16
Kansas City,"W25-P3,13,14",Ballots Cast,,NON,,3,1,0,2
Kansas City,"W25-P3,13,14",Ballots Cast,,REP,,18,18,0,0
Kansas City,"W25-P3,13,14",Ballots Cast,,DEM,,74,59,1,14
Kansas City,"W25-P3,13,14",Ballots Cast,,LIB,,0,0,0,0
Kansas City,"W25-P3,13,14",Ballots Cast,,GRE,,0,0,0,0
Kansas City,"W25-P3,13,14",Ballots Cast,,CON,,0,0,0,0
Kansas City,"W25-P3,13,14",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,78,61,1,16
Kansas City,"W25-P3,13,14",CONSTITUTIONAL AMENDMENT NO. 2,,,No,14,14,0,0
Kansas City,"W25-P3,13,14",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,92,75,1,16
Kansas City,"W25-P3,13,14",Question Hickman Mills C-1 SD,,,Yes,76,63,1,12
Kansas City,"W25-P3,13,14",Question Hickman Mills C-1 SD,,,No,16,12,0,4
Kansas City,"W25-P3,13,14",Question Hickman Mills C-1 SD,,,Total Votes Cast,92,75,1,16
Kansas City,"W25-P3,13,14",GOVERNOR,,REP,RALEIGH RITTER,2,2,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,REP,MIKE PARSON,13,13,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,REP,JAMES W. (JIM) NEELY,1,1,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,REP,SAUNDRA MCDOWELL,1,1,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,REP,Total Votes Cast,17,17,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,4,4,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,10,10,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,1,1,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,15,15,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,14,14,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,REP,SCOTT FITZPATRICK,14,14,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,REP,ERIC SCHMITT,14,14,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,CLAY CHASTAIN,4,4,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,RYAN DERKS,6,6,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,RICHONDA OAKS,1,1,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,R H (TWIN BEARS) HESS,1,1,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,JERRY W BARHAM,2,2,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",State Senate,7,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,REP,SEAN SMITH,14,14,0,0
Kansas City,"W25-P3,13,14",State House,35,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,14,14,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,REP,GALEN VERHULST,14,14,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,REP,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,REP,DEE VERHULST,14,14,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,REP,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,REP,Total Votes Cast,14,14,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,NICOLE GALLOWAY,55,47,0,8
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,JIMMIE MATTHEWS,3,1,0,2
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,ANTOIN JOHNSON,3,3,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,ERIC MORRISON,9,6,0,3
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,2,0,1,1
Kansas City,"W25-P3,13,14",GOVERNOR,,DEM,Total Votes Cast,72,57,1,14
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,9,9,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,61,46,1,14
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,70,55,1,14
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,DEM,YINKA FALETI,68,55,0,13
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,DEM,Total Votes Cast,68,55,0,13
Kansas City,"W25-P3,13,14",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,66,53,0,13
Kansas City,"W25-P3,13,14",STATE TREASURER,,DEM,Total Votes Cast,66,53,0,13
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,DEM,RICH FINNERAN,49,41,0,8
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,DEM,ELAD GROSS,20,14,1,5
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,DEM,Total Votes Cast,69,55,1,13
Kansas City,"W25-P3,13,14",U.S. House,5,DEM,EMANUEL CLEAVER II,67,56,0,11
Kansas City,"W25-P3,13,14",U.S. House,5,DEM,MAITE SALAZAR,7,3,1,3
Kansas City,"W25-P3,13,14",U.S. House,5,DEM,Total Votes Cast,74,59,1,14
Kansas City,"W25-P3,13,14",State Senate,7,DEM,MICHAEL R. BROWN,23,18,0,5
Kansas City,"W25-P3,13,14",State Senate,7,DEM,GREG RAZER,47,37,1,9
Kansas City,"W25-P3,13,14",State Senate,7,DEM,Total Votes Cast,70,55,1,14
Kansas City,"W25-P3,13,14",State House,35,DEM,KERI INGLE,65,51,0,14
Kansas City,"W25-P3,13,14",State House,35,DEM,Total Votes Cast,65,51,0,14
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,66,52,0,14
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,66,52,0,14
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,61,49,1,11
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,DEM,MIKE SHARP,13,10,0,3
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,DEM,Total Votes Cast,74,59,1,14
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,DEM,DARRELL CURLS,68,54,0,14
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,DEM,Write-In Totals,1,1,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,DEM,Total Votes Cast,69,55,0,14
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,DEM,NIKKI CROCKER JOHNSON,51,44,0,7
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,DEM,MARIA ALLEN,17,10,1,6
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Total Votes Cast,68,54,1,13
Kansas City,"W25-P3,13,14",GOVERNOR,,LIB,RIK COMBS,0,0,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,LIB,ROBIN DOMINICK,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,GRE,JEROME HOWARD BAUER,0,0,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,GRE,PAUL LEHMANN,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,GRE,JOSEPH CIVETTINI,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,GRE,NATHAN KLINE,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,CON,PAUL VENABLE,0,0,0,0
Kansas City,"W25-P3,13,14",SECRETARY OF STATE,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",State House,35,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,CON,Write-In Totals,0,0,0,0
Kansas City,"W25-P3,13,14",COUNTY COMMITTEEWOMAN Ward 25,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",Ballots Cast,,,,527,462,8,57
Kansas City,"W25-P7,4,9",Ballots Cast,,NON,,3,3,0,0
Kansas City,"W25-P7,4,9",Ballots Cast,,REP,,40,36,0,4
Kansas City,"W25-P7,4,9",Ballots Cast,,DEM,,480,419,8,53
Kansas City,"W25-P7,4,9",Ballots Cast,,LIB,,1,1,0,0
Kansas City,"W25-P7,4,9",Ballots Cast,,GRE,,2,2,0,0
Kansas City,"W25-P7,4,9",Ballots Cast,,CON,,1,1,0,0
Kansas City,"W25-P7,4,9",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,470,409,7,54
Kansas City,"W25-P7,4,9",CONSTITUTIONAL AMENDMENT NO. 2,,,No,49,46,0,3
Kansas City,"W25-P7,4,9",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,519,455,7,57
Kansas City,"W25-P7,4,9",Question Hickman Mills C-1 SD,,,Yes,449,391,8,50
Kansas City,"W25-P7,4,9",Question Hickman Mills C-1 SD,,,No,71,64,0,7
Kansas City,"W25-P7,4,9",Question Hickman Mills C-1 SD,,,Total Votes Cast,520,455,8,57
Kansas City,"W25-P7,4,9",GOVERNOR,,REP,RALEIGH RITTER,2,2,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,REP,MIKE PARSON,33,30,0,3
Kansas City,"W25-P7,4,9",GOVERNOR,,REP,JAMES W. (JIM) NEELY,3,3,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,REP,SAUNDRA MCDOWELL,2,1,0,1
Kansas City,"W25-P7,4,9",GOVERNOR,,REP,Total Votes Cast,40,36,0,4
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,2,2,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,20,18,0,2
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,6,6,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,10,8,0,2
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,38,34,0,4
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,38,34,0,4
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,REP,Total Votes Cast,38,34,0,4
Kansas City,"W25-P7,4,9",STATE TREASURER,,REP,SCOTT FITZPATRICK,36,32,0,4
Kansas City,"W25-P7,4,9",STATE TREASURER,,REP,Total Votes Cast,36,32,0,4
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,REP,ERIC SCHMITT,37,33,0,4
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,REP,Total Votes Cast,37,33,0,4
Kansas City,"W25-P7,4,9",U.S. House,5,REP,CLAY CHASTAIN,12,11,0,1
Kansas City,"W25-P7,4,9",U.S. House,5,REP,RYAN DERKS,10,10,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,2,2,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,REP,RICHONDA OAKS,1,1,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,REP,R H (TWIN BEARS) HESS,4,4,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,REP,JERRY W BARHAM,10,8,0,2
Kansas City,"W25-P7,4,9",U.S. House,5,REP,Total Votes Cast,39,36,0,3
Kansas City,"W25-P7,4,9",State Senate,7,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State Senate,7,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,REP,NOLA WOOD,35,31,0,4
Kansas City,"W25-P7,4,9",State House,36,REP,Total Votes Cast,35,31,0,4
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,34,30,0,4
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,34,30,0,4
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,REP,GALEN VERHULST,29,26,0,3
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,REP,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,REP,Total Votes Cast,29,26,0,3
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,REP,DEE VERHULST,30,27,0,3
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,REP,Write-In Totals,0,0,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,REP,Total Votes Cast,30,27,0,3
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,NICOLE GALLOWAY,367,322,4,41
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,JIMMIE MATTHEWS,8,8,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,ANTOIN JOHNSON,26,24,1,1
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,ERIC MORRISON,69,58,2,9
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,2,2,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,DEM,Total Votes Cast,472,414,7,51
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,82,75,1,6
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,376,324,6,46
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,458,399,7,52
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,DEM,YINKA FALETI,450,396,6,48
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,DEM,Total Votes Cast,450,396,6,48
Kansas City,"W25-P7,4,9",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,447,393,7,47
Kansas City,"W25-P7,4,9",STATE TREASURER,,DEM,Total Votes Cast,447,393,7,47
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,DEM,RICH FINNERAN,357,315,5,37
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,DEM,ELAD GROSS,99,85,1,13
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,DEM,Total Votes Cast,456,400,6,50
Kansas City,"W25-P7,4,9",U.S. House,5,DEM,EMANUEL CLEAVER II,452,394,8,50
Kansas City,"W25-P7,4,9",U.S. House,5,DEM,MAITE SALAZAR,27,25,0,2
Kansas City,"W25-P7,4,9",U.S. House,5,DEM,Total Votes Cast,479,419,8,52
Kansas City,"W25-P7,4,9",State Senate,7,DEM,MICHAEL R. BROWN,216,193,4,19
Kansas City,"W25-P7,4,9",State Senate,7,DEM,GREG RAZER,256,222,3,31
Kansas City,"W25-P7,4,9",State Senate,7,DEM,Total Votes Cast,472,415,7,50
Kansas City,"W25-P7,4,9",State House,36,DEM,MARK A. SHARP,413,358,8,47
Kansas City,"W25-P7,4,9",State House,36,DEM,LAURA L. LOYACONO,63,58,0,5
Kansas City,"W25-P7,4,9",State House,36,DEM,Total Votes Cast,476,416,8,52
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,449,391,8,50
Kansas City,"W25-P7,4,9",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,449,391,8,50
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,412,357,6,49
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,DEM,MIKE SHARP,65,60,2,3
Kansas City,"W25-P7,4,9",SHERIFF Jackson County,,DEM,Total Votes Cast,477,417,8,52
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,DEM,DARRELL CURLS,446,387,8,51
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,DEM,Write-In Totals,8,8,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEMAN Ward 25,,DEM,Total Votes Cast,454,395,8,51
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,DEM,NIKKI CROCKER JOHNSON,365,318,6,41
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,DEM,MARIA ALLEN,82,74,1,7
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Write-In Totals,4,4,0,0
Kansas City,"W25-P7,4,9",COUNTY COMMITTEEWOMAN Ward 25,,DEM,Total Votes Cast,451,396,7,48
Kansas City,"W25-P7,4,9",GOVERNOR,,LIB,RIK COMBS,1,1,0,0
Kansas City,"W25-P7,4,9",GOVERNOR,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,1,1,0,0
Kansas City,"W25-P7,4,9",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,1,1,0,0
Kansas City,"W25-P7,4,9",SECRETARY OF STATE,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,1,1,0,0
Kansas City,"W25-P7,4,9",STATE TREASURER,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,1,1,0,0
Kansas City,"W25-P7,4,9",ATTORNEY GENERAL,,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,LIB,ROBIN DOMINICK,1,1,0,0
Kansas City,"W25-P7,4,9",U.S. House,5,LIB,Total Votes Cast,1,1,0,0
Kansas City,"W25-P7,4,9",State Senate,7,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State Senate,7,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W25-P7,4,9",State House,36,LIB,Total Votes Cast,0,0,0,0
